userid,fsa,fsid,m_date,config_browser_name,config_browser_version,config_color_depth,config_os,config_resolution,config_viewport_size,location_browser_en,location_browser_lan,location_country_code,location_country_name,location_ipv4,config_device
4c2e04f2-5d5a-4ee7-b0c8-e2f388ca7954,0dc196cb-ab52-4193-a551-4f5d27a8a955,36800ef4-90d5-47c5-82d6-d37836edb3d9,1511653826,Firefox,,,(not set),,,UTF-8,es-419,ID,Indonesia,143.92.88.183,Apple Ipod
2555fd4a-5dce-4e4d-a023-7deead824d10,a5b7a499-48e6-4096-9c71-73345fe4c10b,51ce5dfb-940c-49ba-8e8a-396cf2ad4376,1511653800,Edge,,,(not set),,,UTF-8,es,PH,Philippines,21.75.51.45,Window Tablet
8c48440a-05ef-4ad7-9cc5-93bb8e84a99e,ebc299ad-f430-4f5a-befa-f430eed6dd1f,4a8e1464-01d6-4e97-bfd3-5845cb580496,1511567885,Edge,,,OS/2,,,UTF-8,es-419,BR,Brazil,182.73.159.84,Apple Phone
f49a45fe-17cb-4190-a73e-476695369dac,667b2d2f-6870-4455-b860-4c3dd51d3583,2f8cde1d-d512-41e7-97bc-75460f05d138,1511481350,Safari,,,(not set),,,UTF-8,ja-jp,AL,Albania,246.105.208.177,Window Phone
8e9ec72d-f187-4ad3-8a0e-1f5a6fb80924,03ed5192-8998-46e6-96ab-6bed2a176300,eb2c3d78-bbff-4b0d-abb6-6341266ca007,1511481566,Firefox,,,OS/2,,,UTF-8,zh-tw,KR,South Korea,0.50.220.74,Apple Ipod
57f38a05-3cb7-4de1-a247-c6a3608231d3,ec059d2b-3c8f-49d3-8e81-4968714f0829,8c587ec3-e7d8-480a-8c89-7ad5b864be1d,1511481553,Safari,,,Windows Phone,,,UTF-8,ja-jp,AR,Argentina,192.58.142.58,Window Tablet
f3eb594a-3dfb-4b52-bd7b-203fe370320b,743daacc-9bbf-44e6-b931-d28dd7b93757,de9f22a3-e04b-4e28-9d21-5461a8c13662,1511481502,Firefox,,,Windows Phone,,,UTF-8,fr,JP,Japan,145.212.28.215,Apple Ipod
d2cbbb06-2b8f-4bec-bf9b-ebd24b769c89,edc311f2-29aa-412a-aab0-b77e5cc96e28,13ddb850-fac7-4886-b1d4-03ddc9dd972d,1511394816,Safari,,,Linux,,,UTF-8,pt-br,ID,Indonesia,45.231.158.209,Window Tablet
e4521ffb-0c99-4b7e-a63b-63d0077be32f,1774bbd6-99c6-433a-ab1e-55062bdd32b4,8b417c8e-75fa-486f-b15c-948aab1a3200,1511394876,Edge,,,Linux,,,UTF-8,ja-jp,VN,Vietnam,38.29.254.95,Desktop
d70aac38-c92c-4b09-801b-0e5669a810e4,a2ca8c4a-70d0-4b87-a156-7bf3019e175f,2218495d-8e22-4520-b788-14ccd3c3bbc4,1511394601,Edge,,,Linux,,,UTF-8,es,PL,Poland,46.97.111.146,Android Phone
8e47e9fd-f296-4138-a359-a48765bb39a7,4225fe85-ba06-4897-8daf-5b7aa49eddf9,4bb4b6fd-d074-4f35-b7ca-b51de7a18e62,1511308664,Firefox,,,Android,,,UTF-8,de,CN,China,29.41.247.65,Apple Tablet
0025aadf-2387-40e5-a726-1851aeed1a90,a3c3f31f-e1b1-429d-bbda-34371ece3b8f,2ba3709e-a97a-4f4e-a306-4c930d12f295,1511308373,Firefox,,,Windows,,,UTF-8,ja-jp,CD,Democratic Republic of the Congo,231.245.37.6,Window Phone
6de0d1e8-0d5f-489e-a85c-c9c15e5d88ad,165c5837-5b76-4b1c-b65c-7707e159eb01,a25a5487-653b-4953-963e-72f9a22818f5,1511221912,Edge,,,OS/2,,,UTF-8,es,PT,Portugal,243.40.40.171,BlackBerry 10
d597aa48-196b-48b7-b039-15ac1ed773c5,984d71b4-8e6f-492b-8b46-1805f57da314,c70cc4a6-46e0-4b40-bf71-3d71065993d6,1511222133,Firefox,,,Linux,,,UTF-8,pt-br,NL,Netherlands,97.46.252.91,Apple Ipod
91824444-7730-4f92-a3d6-e62efa818b3d,c03c9cec-4fd8-46c4-938a-2499e847d174,f6353da9-1bb3-4fdc-995c-ce4652aefa5c,1511221925,Firefox,,,Windows Phone,,,UTF-8,pt-br,CN,China,25.250.165.203,Window Phone
8d1c8f11-700b-41a3-95bc-c1bf060ef2ee,0612a71d-1e4c-48f1-9e02-edd901b373fc,0eacd816-86ea-48e2-a720-3dd22c28be99,1511049185,Safari,,,Samsung,,,UTF-8,es-419,MN,Mongolia,189.14.234.63,Desktop
c97b5d78-4d98-4bf7-9151-4a0a75790706,7608c109-bfa3-4c1d-b5dd-3c8751696ac4,7e67284c-dbe7-4a40-a9de-4030c2f7923e,1511049340,Edge,,,Samsung,,,UTF-8,zh-tw,RU,Russia,161.154.87.226,Android Phone
941fccac-c7b7-4893-b006-9cad7a2b215b,fb6e6878-bcb2-4630-9bc9-6928a6dd1e34,4a064f11-4b71-4c8b-8c14-e7553311a0c8,1511049578,Safari,,,OS/2,,,UTF-8,ru,CA,Canada,11.147.21.235,BlackBerry 10
07cf1323-cf74-423c-aa75-d3ecdd77f073,28fc8e6d-e6cb-4476-9db0-081260799404,6b7b2b4f-3690-4039-a279-b36fc890e3fe,1511049128,Edge,,,Android,,,UTF-8,en-gb,CN,China,79.189.250.51,BlackBerry 10
f603f5f2-a4ad-4100-9bbc-650b6e169d38,06acad3c-9b82-4576-ab2a-95a7cbb50e3b,6f6ad444-9d26-4a4f-9119-be6751923731,1510962728,Firefox,,,Samsung,,,UTF-8,es-419,PH,Philippines,63.131.46.130,Apple Ipod
bfda41ad-f852-4632-bb44-97d47a0b3ce4,3262a50e-2376-4d34-9e1c-ad49722f33d5,4579517d-a2f6-4642-8434-652c16c96902,1510963008,Firefox,,,Samsung,,,UTF-8,en-gb,JP,Japan,158.46.144.248,Window Tablet
cf1ffe18-8bc1-40a5-91cd-c0c70ad81841,bc67a0b0-e2ad-4d87-ac8f-d78695e29889,34264041-074d-44e5-8f88-b34ee2c19e2c,1510963119,Firefox,,,Chrome OS,,,UTF-8,ru,PH,Philippines,193.245.47.148,Apple Tablet
48b830e5-8277-44f1-90f2-10eaac1f22af,64cb1e90-c118-4717-965b-01f11bf3e657,e6d41f46-c85d-4b20-926a-7354d495c07b,1510962758,Firefox,,,Android,,,UTF-8,pt-br,ID,Indonesia,57.23.20.76,Apple Tablet
fc2c1064-1854-4aa0-9193-c9a39e2cd942,9ae1743e-8eb0-4c18-bd4f-70e1d4a5c112,502d8436-dfd1-4f26-996a-b7b2672ec99e,1510876303,Firefox,,,Chrome OS,,,UTF-8,es,RU,Russia,216.11.58.211,Apple Phone
6dcece52-0e45-4389-b323-6c204348dfeb,980e0ecd-f565-4c7c-8313-02bbc49a659d,ee0c55f6-019c-4310-bd9a-9715db7f7ec5,1510876298,Edge,,,iOS,,,UTF-8,pt-br,RU,Russia,229.172.10.46,Desktop
5692d077-aef2-41b0-9343-e7413277e988,4bc2dad1-9bbb-4ebd-818e-d9137dce6de0,1c6b4383-3e2b-4b61-b395-93469709489c,1510876318,Edge,,,Linux,,,UTF-8,es,RU,Russia,192.214.240.97,Window Phone
c50acb2c-c3bb-4c12-b827-16991f7eff90,2d32bc88-dcc6-4836-9488-38db98fa4995,cbbace22-dfb7-41fd-816b-bdc2f1117921,1510703827,Safari,,,Windows Phone,,,UTF-8,de,SE,Sweden,6.248.120.137,Window Tablet
34d3943b-8bec-40a8-9ac9-93e18730cf9e,12557e89-7ccc-48b6-944b-1d58bbf31b4b,98e0d47b-32a3-4d81-ba5e-09129e7abc19,1510703955,Firefox,,,OS/2,,,UTF-8,es,ID,Indonesia,32.28.139.146,Android Tablet
6c47e4e4-40c0-4ff3-b7fd-b67a19179f0b,74f4ea51-9e60-4ed9-854b-c665ade1774e,71d6e320-8a59-4596-9943-ae5f0f124b40,1510617413,Firefox,,,Windows,,,UTF-8,de,DM,Dominica,156.130.232.174,Apple Ipod
1b2e0246-8a1d-40a2-b443-295308aeb1cc,db93b14a-5b94-42ba-8354-b68dce0bfca0,acc024d0-245a-409f-91aa-ecf60343ee79,1510617543,Firefox,,,Android,,,UTF-8,es-419,CM,Cameroon,128.74.74.197,BlackBerry 10
41bae3c4-69e7-48dd-9636-b5484bc1ee0e,f1a0d8ed-8310-4f3e-9116-d758ba706807,7877c93a-87ea-418c-9e2a-84fd06ebb3c6,1510617272,Firefox,,,Chrome OS,,,UTF-8,en-us,BE,Belgium,8.162.200.152,Android Phone
55ab789b-f077-4e25-a8e1-32102015cc86,b4c2ec7d-1684-4e7d-87e1-f38cb4f2a0d4,466de3d0-8c67-4432-bdf2-1d7bf6140e49,1510617168,Safari,,,(not set),,,UTF-8,zh-tw,ID,Indonesia,105.196.116.46,Apple Phone
94472a1e-7207-4e0e-bc41-1f75d294bd2b,fcc01685-d060-48f0-8d99-df77cfbf7f2f,6a760602-819d-497c-a667-1adcbcece68c,1510530816,Firefox,,,Samsung,,,UTF-8,pt-br,PH,Philippines,2.212.133.229,Window Tablet
b62e9ec3-d7cc-4d5b-8e37-e14505ed0d87,ad59c48b-4b42-492b-9724-a498c42bf161,51624ad9-ba9a-439e-8dce-efd7429d7d68,1510530809,Safari,,,OS/2,,,UTF-8,es,PK,Pakistan,183.87.241.155,Window Tablet
c94c5493-b49f-4945-83fb-6882cf64de25,d99dcb96-fb53-469b-9e49-247fe0ab6318,8b61d3a3-6446-417d-83e0-d4181296f062,1510530754,Firefox,,,Android,,,UTF-8,ja-jp,ID,Indonesia,62.64.161.55,Android Tablet
c1cb8846-cff1-452f-89b5-981a2c00a021,a60a387a-0b75-42d0-9801-214fcde4e397,9a1d4345-b8d8-4ca5-9038-fbe076ed610f,1510444564,Firefox,,,OS/2,,,UTF-8,pt-br,MA,Morocco,224.121.74.119,Window Phone
f202d22e-0afa-4f15-a65d-1fae60fae29c,45a062a8-287f-4f68-90c2-0ef60aec9706,f663309b-2782-4cc5-947d-bf1e67f0aca4,1510444599,Edge,,,Chrome OS,,,UTF-8,ru,AR,Argentina,71.7.178.157,Window Phone
1849de63-4d8f-491e-9235-d578cb0cfbe1,07f427f4-3f73-40e5-9b7c-eb304089c41b,ff3bfcee-4187-46a5-9232-fc66fb293ec5,1510444376,Firefox,,,Linux,,,UTF-8,ja-jp,CN,China,179.184.144.10,Android Phone
e450f3ce-2f1c-40d2-bdd9-fd4f58ffce5c,48e251f9-1ff2-4505-9df4-ca35e8e63b12,ba406c30-cee7-4b7a-8a2d-0ca64cd3d364,1510358126,Edge,,,Macintosh,,,UTF-8,en-us,PH,Philippines,77.172.42.199,Apple Ipod
8bb313f8-961d-4a68-803f-dc8c7b3747e8,81dba4ca-edca-441a-a4b2-f5f946730c21,3e899025-57b0-4fcf-8faf-8e54edb4a5e6,1510358037,Safari,,,iOS,,,UTF-8,en-us,PL,Poland,205.37.215.96,Apple Ipod
68d22282-5512-420c-829a-91421dc2bee1,a770463b-8702-4d97-8140-f049dcfc4927,2deff221-950b-405d-9a8d-407151926599,1510271978,Firefox,,,Windows Phone,,,UTF-8,pt-br,RU,Russia,203.206.8.223,BlackBerry 10
53d6322e-c88b-4764-8672-67cdc58bbdd2,de0a6711-74d1-44d1-841c-99bf7248a973,cdec6bd3-793b-4f39-ae6c-e7420ce84a33,1510271513,Edge,,,Linux,,,UTF-8,zh-tw,MH,Marshall Islands,177.255.61.187,Android Tablet
113ee76f-63e1-481e-8376-763c05489bf7,61308f9c-5c33-47dd-a46a-e8d792a152a9,62097bc6-d889-42d3-917e-8529cefe2bc4,1510271785,Safari,,,Android,,,UTF-8,zh-tw,CN,China,230.37.118.161,BlackBerry 10
bfbeb068-0f50-4897-85a8-aa3a96dc2810,91a92401-af5d-4ddb-9dbf-94fe673f3d9d,b8650f8c-9233-462b-a65a-2e712f295380,1510271907,Firefox,,,OS/2,,,UTF-8,es,AF,Afghanistan,187.104.121.72,BlackBerry 10
