"fsa","userid","fsid","m_date","config_browser","config_browser_name","config_browser_version","config_color_depth","config_device","config_java","config_resolution","config_viewport_size","idsite","location_browser_en","location_browser_lan","location_city_name","location_country_code","location_country_name","location_ipv4","location_ipv6","location_path","referal_xxx"
"1197758143",-1,"18098674.15","1,514,357,210",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,263",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,265",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,290",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,293",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,325",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,326",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,342",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,343",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,374",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,376",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,396",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,407",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,465",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,469",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,490",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,493",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,523",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,530",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,541",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,548",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,687",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,784",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,889",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,891",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,906",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,911",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,920",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,992",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,357,997",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,358,009",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,358,819",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,358,937",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,137",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,140",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,164",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,185",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,194",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,197",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,199",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,200",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,202",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,205",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,210",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,217",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,219",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,240",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,287",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,290",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,312",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,315",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,639",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,646",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,846",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,858",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,870",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,900",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,941",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,943",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,960",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,359,993",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,018",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,022",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,047",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,164",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,203",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,220",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,228",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,251",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,265",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,286",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,360,869",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,503",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,521",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,575",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,646",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,677",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,678",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,681",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,725",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,726",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,784",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,786",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,821",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,822",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,848",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,849",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
"1197758143",-1,"18098674.15","1,514,361,852",Chrome,,"1","24",Desktop,,"24-bit","24-bit",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.60",,"10.88.113.60",
