"fsa","userid","fsid","m_date","config_browser","config_browser_name","config_browser_version","config_color_depth","config_device","config_java","config_resolution","config_viewport_size","idsite","location_browser_en","location_browser_lan","location_country_code","location_country_name","location_ipv4","location_ipv6","location_path","referal_xxx"
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,112",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2013538,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,131",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0301146,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,135",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0182647,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,141",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0379563,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,146",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0182647,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,151",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0088587,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,155",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0380400,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,159",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2535834,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,166",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt7222086,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,183",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt3883968,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,187",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt3170894,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,193",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0469229,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,199",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0379563,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,203",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0469229,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,208",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0138230,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,213",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt4958580,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,219",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0324681,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,224",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0167018,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,229",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt1014671,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,235",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2552218,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,247",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt5531470,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,252",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt4635282,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,259",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2197797,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,264",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2552218,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,267",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0667623,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,268",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2337850,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,269",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2073658,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,270",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt1975830,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,277",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt3728268,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,278",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2103245,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,279",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2270892,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,280",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt5140952,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,287",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt3728268,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,301",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt3728268,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,302",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2197817,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,316",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2270892,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,321",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt5901752,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,327",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt0212693,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,329",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt3095308,
"1912978767.1514346997",-1,"1185883910.1514346997","1,514,347,330",Chrome,,,"24-bit",Desktop,"0","1920x1080","150x945",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt4621002,
"948886240.1514349062",-1,"815334745.1514349062","1,514,349,062",Chrome,,,"24-bit",Apple Phone,"0","375x667","375x667",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"948886240.1514349062",-1,"815334745.1514349062","1,514,349,067",Chrome,,,"24-bit",Apple Phone,"0","375x667","375x667",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"961459190.1514425704",-1,"242812496.1514425704","1,514,425,705",Firefox,,,"24-bit",Desktop,"0","1920x1080","855x852",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"961459190.1514425704",-1,"242812496.1514425704","1,514,425,708",Firefox,,,"24-bit",Desktop,"0","1920x1080","855x852",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"413735287.1514348376",-1,"672498693.1514348376","1,514,348,377",Chrome,,,"24-bit",Apple Tablet,"0","768x1024","768x1024",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"413735287.1514348376",-1,"672498693.1514348376","1,514,348,381",Chrome,,,"24-bit",Apple Tablet,"0","768x1024","768x1024",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1888783132.1514346931",-1,"1390102517.1514346931","1,514,346,936",Chrome,,,"24-bit",Desktop,"0","1920x1080","756x974",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2527336,
"1888783132.1514346931",-1,"1390102517.1514346931","1,514,346,937",Chrome,,,"24-bit",Desktop,"0","1920x1080","756x974",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/movies/tt2527336,
"1722762113.1514424988",-1,"30137464.1514424988","1,514,424,990",Firefox,,,"24-bit",Desktop,"0","1920x1080","855x852",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1722762113.1514424988",-1,"30137464.1514424988","1,514,424,992",Firefox,,,"24-bit",Desktop,"0","1920x1080","855x852",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1722762113.1514424988",-1,"30137464.1514424988","1,514,425,012",Firefox,,,"24-bit",Desktop,"0","1920x1080","855x852",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1722762113.1514424988",-1,"30137464.1514424988","1,514,425,015",Firefox,,,"24-bit",Desktop,"0","1920x1080","855x852",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1028643464.1514346526",-1,"985946952.1514346526","1,514,346,595",Chrome,,,"24-bit",Desktop,"0","1920x1080","1903x974",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1668654974.1514348929",-1,"932209141.1514348929","1,514,348,930",Chrome,,,"24-bit",Apple Phone,"0","375x667","375x667",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1668654974.1514348929",-1,"932209141.1514348929","1,514,348,934",Chrome,,,"24-bit",Apple Phone,"0","375x667","375x667",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1668654974.1514348929",-1,"932209141.1514348929","1,514,348,953",Chrome,,,"24-bit",Apple Phone,"0","375x667","375x667",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1668654974.1514348929",-1,"932209141.1514348929","1,514,348,957",Chrome,,,"24-bit",Apple Phone,"0","375x667","375x667",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1668654974.1514348929",-1,"932209141.1514348929","1,514,348,990",Chrome,,,"24-bit",Apple Phone,"0","375x667","375x667",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1668654974.1514348929",-1,"932209141.1514348929","1,514,348,994",Chrome,,,"24-bit",Apple Phone,"0","375x667","375x667",,UTF-8,en-us,VN,Vietnam,"10.88.113.111",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,516",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1587216,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,581",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1587216,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,598",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1587216,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,604",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1587216,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,667",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2377452,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,669",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2377452,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,675",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2377452,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,717",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3563898,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,719",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3563898,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,729",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3563898,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,802",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0247827,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,803",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0247827,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,355,949",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0247827,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,141",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1529721,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,143",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1529721,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,188",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1529721,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,189",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1529721,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,191",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x844",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1529721,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,295",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1529721,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,298",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1529721,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,333",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1200756,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,335",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1200756,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,432",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0105748,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,434",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0105748,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,438",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0105748,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,444",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1200756,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,451",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1200756,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,462",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0105748,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,746",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,749",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,771",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0110854,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,787",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0110854,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,806",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0110854,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,815",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,830",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0125868,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,881",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2834032,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,890",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,935",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,937",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,962",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,356,981",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x526",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,207",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,210",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,263",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,265",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,290",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,293",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0032730,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,325",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,326",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,342",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,343",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,374",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,376",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
