"fsa","userid","fsid","m_date","config_browser","config_browser_name","config_browser_version","config_color_depth","config_device","config_java","config_resolution","config_viewport_size","idsite","location_browser_en","location_browser_lan","location_city_name","location_country_code","location_country_name","location_ipv4","location_ipv6","location_os","location_path","referal_xxx"
"2132129733",-1,"1495875512","1,511,872,755",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,511,912,369",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,511,914,934",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,511,923,475",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,024,194",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,051,502",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,060,605",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,073,283",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,136,325",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,167,805",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,174,702",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,179,623",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,180,703",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,250,051",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,256,781",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,317,383",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,338,892",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,351,164",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,397,878",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,425,140",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,494,514",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,523,072",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,591,183",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,678,542",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,679,261",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,717,271",Firefox,,"1.0","24-bit",Android Phone,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,740,929",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,787,346",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,838,613",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,512,943,571",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,004,698",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,034,984",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,070,279",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,132,708",Firefox,,"1.0","24-bit",Android Phone,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,141,752",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,143,087",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,147,382",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,167,410",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,319,589",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,357,534",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,450,850",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,459,884",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,480,832",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,512,253",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,521,777",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,571,973",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,590,706",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,599,705",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,692,581",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,697,852",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,778,503",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,798,715",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,803,213",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,842,263",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,843,888",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,513,862,184",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,098,436",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,135,035",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,135,839",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,155,464",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,172,831",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,183,611",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,223,619",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,338,212",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,349,483",Firefox,,"1.0","24-bit",Android Phone,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,349,492",Firefox,,"1.0","24-bit",Android Phone,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,234",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,260",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,266",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,509",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,580",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,667",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,669",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,717",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,802",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,355,803",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,141",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,143",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,188",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,190",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,295",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,297",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,334",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,335",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,432",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,434",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,786",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,787",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,934",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,936",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,980",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,356,981",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,207",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,263",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,265",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,290",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,342",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,376",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,396",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,467",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,490",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
"2132129733",-1,"1495875512","1,514,357,491",Firefox,,"1.0","24-bit",Desktop,,"1350x1010","1350x1010",,UTF-8,en-us,Hanoi,VN,Vietnam,"10.88.113.111",,Win,"10.88.113.111",
