fsa	userid	fsid	m_date	config_browser	config_browser_name	config_browser_version	config_color_depth	config_device	config_java	config_resolution	config_viewport_size	idsite	location_browser_en	location_browser_lan	location_country_code	location_country_name	location_ipv4	location_ipv6	referal_xxx
d1265002-18d0-49c8-8fbe-16c9529ede18	9d6a4804-d936-4d25-9a76-d44b2afab8f7	bb2a9414-cd22-4cb7-be7b-3018deeee968	"1,496,015,423"	Firefox				Window Phone					UTF-8	de	FR	France	52.42.70.161		
c4138bdd-31e9-49e6-a89a-d97cf65a34bc	b63d5893-642a-403b-a3d4-7fc147d34dc2	40ea3f01-4e0c-40db-9b7c-00e5fc095f32	"1,504,915,149"	Firefox				Android Phone					UTF-8	de	SE	Sweden	174.161.158.90		
e5eaf183-6470-4950-b1ae-06a25b8d57f6	-1	fa3341d5-03b7-4678-bad9-e446db610fce	"1,485,301,549"	Safari				Desktop					UTF-8	es-419	CN	China	36.78.102.87		
e5eaf183-6470-4950-b1ae-06a25b8d57f6	-1	fa3341d5-03b7-4678-bad9-e446db610fce	"1,485,301,738"	Edge				Apple Ipod					UTF-8	es-419	CN	China	36.78.102.87		
e5eaf183-6470-4950-b1ae-06a25b8d57f6	01650590-d233-40da-a696-ef8870380bcf	fa3341d5-03b7-4678-bad9-e446db610fce	"1,485,301,999"	Edge				Apple Ipod					UTF-8	es-419	CN	China	36.78.102.87		
80535b5d-ceb2-414d-8a99-7ad7bcd52046	-1	ee84000d-9ad4-419e-886c-5878d9759736	"1,485,993,034"	Edge				Android Tablet					UTF-8	fr	US	United States	87.246.126.10		
80535b5d-ceb2-414d-8a99-7ad7bcd52046	29333d1c-f4b1-4f90-a4a5-1713417028ae	ee84000d-9ad4-419e-886c-5878d9759736	"1,485,993,477"	Edge				Android Phone					UTF-8	fr	US	United States	87.246.126.10		
3c707b05-3c03-4117-a272-b8ed8577e688	-1	d3574eea-92af-4ae6-9baf-225a88e2ba8e	"1,505,346,510"	Safari				Window Tablet					UTF-8	es	PH	Philippines	115.141.174.238		
3c707b05-3c03-4117-a272-b8ed8577e688	-1	d3574eea-92af-4ae6-9baf-225a88e2ba8e	"1,505,346,630"	Safari				Window Tablet					UTF-8	es	PH	Philippines	115.141.174.238		
3c707b05-3c03-4117-a272-b8ed8577e688	de8f82a9-c33a-4271-ad82-87b149a09512	d3574eea-92af-4ae6-9baf-225a88e2ba8e	"1,505,347,134"	Firefox				Android Phone					UTF-8	es	PH	Philippines	115.141.174.238		
ec059d2b-3c8f-49d3-8e81-4968714f0829	-1	8c587ec3-e7d8-480a-8c89-7ad5b864be1d	"1,511,481,118"	Firefox				Window Phone					UTF-8	ja-jp	AR	Argentina	192.58.142.58		
ec059d2b-3c8f-49d3-8e81-4968714f0829	57f38a05-3cb7-4de1-a247-c6a3608231d3	8c587ec3-e7d8-480a-8c89-7ad5b864be1d	"1,511,481,553"	Safari				Window Tablet					UTF-8	ja-jp	AR	Argentina	192.58.142.58		
c03c9cec-4fd8-46c4-938a-2499e847d174	-1	f6353da9-1bb3-4fdc-995c-ce4652aefa5c	"1,511,221,552"	Safari				Android Phone					UTF-8	pt-br	CN	China	25.250.165.203		
c03c9cec-4fd8-46c4-938a-2499e847d174	-1	f6353da9-1bb3-4fdc-995c-ce4652aefa5c	"1,511,221,609"	Safari				Android Phone					UTF-8	pt-br	CN	China	25.250.165.203		
c03c9cec-4fd8-46c4-938a-2499e847d174	91824444-7730-4f92-a3d6-e62efa818b3d	f6353da9-1bb3-4fdc-995c-ce4652aefa5c	"1,511,221,925"	Firefox				Window Phone					UTF-8	pt-br	CN	China	25.250.165.203		
b16c03bc-7b32-4db3-b8f4-6824ec5c0405	-1	fa61071a-1574-48eb-a50e-b7e1a3a613a0	"1,491,349,731"	Safari				Android Tablet					UTF-8	es-419	PT	Portugal	218.51.71.177		
b16c03bc-7b32-4db3-b8f4-6824ec5c0405	4bb4d7a2-80f7-44b7-906a-efa6cb569f14	fa61071a-1574-48eb-a50e-b7e1a3a613a0	"1,491,350,010"	Safari				Android Phone					UTF-8	es-419	PT	Portugal	218.51.71.177		
f1ea19d5-1766-4e0f-b09b-e90a21a5c610	-1	af43e325-34fa-4006-8533-6fc271d5ae1d	"1,494,978,256"	Firefox				Desktop					UTF-8	pt-br	TH	Thailand	240.205.194.24		
f1ea19d5-1766-4e0f-b09b-e90a21a5c610	e9616cbd-1666-4056-b0ab-1ad83c5f4b82	af43e325-34fa-4006-8533-6fc271d5ae1d	"1,494,978,748"	Firefox				Desktop					UTF-8	pt-br	TH	Thailand	240.205.194.24		
fe055f61-4356-40cc-b211-d270b64fcaa3	de900f81-c867-4997-89bc-77a472093431	0c64e43c-94fb-490f-a72d-80f09aa98412	"1,512,258,860"	Firefox				Apple Tablet					UTF-8	es-419	CN	China	31.109.149.182		
cd217867-c487-4327-b893-fb01d22096d5	-1	b528c401-ff58-4d70-ad7e-17a37d91a867	"1,512,431,575"	Safari				Desktop					UTF-8	en-us	RU	Russia	221.222.17.189		
cd217867-c487-4327-b893-fb01d22096d5	b5e4efff-6644-4aa7-acd1-9c1dcaf59c8d	b528c401-ff58-4d70-ad7e-17a37d91a867	"1,512,431,997"	Edge				Apple Phone					UTF-8	en-us	RU	Russia	221.222.17.189		
2f19ee87-cd5c-48b0-b25f-11356e949042	bc9720e9-91f7-42b9-b551-cc23a96b0ef8	5393ad69-2bca-46f6-a391-eb5d089fc3b0	"1,500,767,997"	Safari				Apple Ipod					UTF-8	en-us	NR	Nauru	112.42.62.23		
2d874db4-1d9a-43ed-982c-115cda012d17	a625df43-6b5b-4ace-8194-ebb45805c0ba	ae9600c6-23f1-4139-ada8-039611e013d0	"1,509,062,221"	Edge				Desktop					UTF-8	en-us	FR	France	32.224.75.143		
e4d72f91-46cd-42e2-9583-abdd2500d3ba	-1	819a1a53-0970-43ed-b492-cf150805bc59	"1,512,603,949"	Firefox				Window Tablet					UTF-8	pt-br	PH	Philippines	219.71.172.4		
e4d72f91-46cd-42e2-9583-abdd2500d3ba	822cdcfd-2a2d-4244-91b1-dcc0e59b49f2	819a1a53-0970-43ed-b492-cf150805bc59	"1,512,604,461"	Firefox				Window Tablet					UTF-8	pt-br	PH	Philippines	219.71.172.4		
5e13ef4b-0c44-4381-bcef-1e716c3590c0	-1	c511f023-2abc-405c-a9dc-3d82e45dbb5e	"1,509,234,686"	Safari				Window Phone					UTF-8	fr	CN	China	180.108.27.182		
5e13ef4b-0c44-4381-bcef-1e716c3590c0	-1	c511f023-2abc-405c-a9dc-3d82e45dbb5e	"1,509,234,882"	Safari				Window Phone					UTF-8	fr	CN	China	180.108.27.182		
5e13ef4b-0c44-4381-bcef-1e716c3590c0	b4e05b3b-51ac-47ad-9171-5292d117bb1f	c511f023-2abc-405c-a9dc-3d82e45dbb5e	"1,509,235,139"	Firefox				Android Tablet					UTF-8	fr	CN	China	180.108.27.182		
cfb0b139-9245-4dec-9d73-421f24ecd34b	-1	27b4381f-d7e9-499b-924d-2b94a0f1e1cb	"1,504,223,178"	Edge				Apple Ipod					UTF-8	zh-tw	CL	Chile	235.84.61.100		
cfb0b139-9245-4dec-9d73-421f24ecd34b	91f9283a-fb11-4d92-a431-50458a44df66	27b4381f-d7e9-499b-924d-2b94a0f1e1cb	"1,504,223,736"	Edge				Apple Ipod					UTF-8	zh-tw	CL	Chile	235.84.61.100		
4bc2dad1-9bbb-4ebd-818e-d9137dce6de0	-1	1c6b4383-3e2b-4b61-b395-93469709489c	"1,510,876,089"	Edge				Window Phone					UTF-8	es	RU	Russia	192.214.240.97		
4bc2dad1-9bbb-4ebd-818e-d9137dce6de0	5692d077-aef2-41b0-9343-e7413277e988	1c6b4383-3e2b-4b61-b395-93469709489c	"1,510,876,318"	Edge				Window Phone					UTF-8	es	RU	Russia	192.214.240.97		
0dc196cb-ab52-4193-a551-4f5d27a8a955	-1	36800ef4-90d5-47c5-82d6-d37836edb3d9	"1,511,653,259"	Safari				Window Tablet					UTF-8	es-419	ID	Indonesia	143.92.88.183		
0dc196cb-ab52-4193-a551-4f5d27a8a955	4c2e04f2-5d5a-4ee7-b0c8-e2f388ca7954	36800ef4-90d5-47c5-82d6-d37836edb3d9	"1,511,653,826"	Firefox				Apple Ipod					UTF-8	es-419	ID	Indonesia	143.92.88.183		
6aedd669-c702-4804-9b03-69fbec93639e	-1	56a74e2a-bfe8-46a7-82b6-06a7dba8156f	"1,503,618,564"	Edge				Desktop					UTF-8	ja-jp	PH	Philippines	53.189.170.78		
6aedd669-c702-4804-9b03-69fbec93639e	-1	56a74e2a-bfe8-46a7-82b6-06a7dba8156f	"1,503,618,822"	Edge				Desktop					UTF-8	ja-jp	PH	Philippines	53.189.170.78		
6aedd669-c702-4804-9b03-69fbec93639e	35090ad0-ade5-45b5-856b-984bd2a28b5e	56a74e2a-bfe8-46a7-82b6-06a7dba8156f	"1,503,619,078"	Safari				Android Phone					UTF-8	ja-jp	PH	Philippines	53.189.170.78		
5f0322f1-a73a-44cb-8ba7-867a234fbb38	-1	76a249e7-4c54-4222-9167-4789cfd9590e	"1,512,085,565"	Safari				Android Tablet					UTF-8	en-us	CD	Democratic Republic of the Congo	62.133.5.147		
5f0322f1-a73a-44cb-8ba7-867a234fbb38	-1	76a249e7-4c54-4222-9167-4789cfd9590e	"1,512,086,095"	Safari				Android Tablet					UTF-8	en-us	CD	Democratic Republic of the Congo	62.133.5.147		
5f0322f1-a73a-44cb-8ba7-867a234fbb38	1086c51a-420c-4f69-b5e3-bb0b50b2c279	76a249e7-4c54-4222-9167-4789cfd9590e	"1,512,086,384"	Firefox				Apple Phone					UTF-8	en-us	CD	Democratic Republic of the Congo	62.133.5.147		
d7f573d3-0dc1-49db-b745-d2338a2a4658	-1	86b3863e-7ed7-44e9-9772-0d1ec3955d9c	"1,491,781,309"	Safari				BlackBerry 10					UTF-8	en-gb	JP	Japan	209.148.57.60		
d7f573d3-0dc1-49db-b745-d2338a2a4658	-1	86b3863e-7ed7-44e9-9772-0d1ec3955d9c	"1,491,781,525"	Safari				BlackBerry 10					UTF-8	en-gb	JP	Japan	209.148.57.60		
d7f573d3-0dc1-49db-b745-d2338a2a4658	-1	86b3863e-7ed7-44e9-9772-0d1ec3955d9c	"1,491,781,633"	Safari				BlackBerry 10					UTF-8	en-gb	JP	Japan	209.148.57.60		
d7f573d3-0dc1-49db-b745-d2338a2a4658	a834c065-00cc-4f58-9145-ed9453502243	86b3863e-7ed7-44e9-9772-0d1ec3955d9c	"1,491,782,048"	Safari				BlackBerry 10					UTF-8	en-gb	JP	Japan	209.148.57.60		
9c809e58-5538-4cc7-8463-c37da3cee4b3	-1	1c6e5649-060b-4997-872a-68ab03930ca7	"1,489,622,235"	Firefox				Apple Phone					UTF-8	ja-jp	LS	Lesotho	38.20.202.73		
9c809e58-5538-4cc7-8463-c37da3cee4b3	a526d80f-bc5d-44de-8f19-ab82ee3130ff	1c6e5649-060b-4997-872a-68ab03930ca7	"1,489,622,302"	Firefox				Apple Phone					UTF-8	ja-jp	LS	Lesotho	38.20.202.73		
584c36b4-309b-495d-8780-730434b32154	-1	217d6432-40e7-4378-a2a5-1d66247ae99d	"1,484,783,509"	Edge				Apple Phone					UTF-8	ja-jp	VE	Venezuela	25.166.13.86		
584c36b4-309b-495d-8780-730434b32154	922f41f8-72ec-4d75-80b3-4aec674b4757	217d6432-40e7-4378-a2a5-1d66247ae99d	"1,484,783,549"	Edge				Apple Phone					UTF-8	ja-jp	VE	Venezuela	25.166.13.86		
389fd2ae-9205-4629-bc4f-ecc664f49753	-1	f7e8d6fe-0173-4d6b-a0ad-480b4a619f75	"1,493,336,972"	Safari				Android Tablet					UTF-8	ja-jp	ID	Indonesia	246.6.172.132		
389fd2ae-9205-4629-bc4f-ecc664f49753	f063de96-27d8-4d21-9448-b632f7fbbcec	f7e8d6fe-0173-4d6b-a0ad-480b4a619f75	"1,493,337,458"	Safari				Android Tablet					UTF-8	ja-jp	ID	Indonesia	246.6.172.132		
3dda175e-bdd2-4cef-9981-98843696c614	2902526d-9666-4c26-9dbb-346956751816	b4a9c536-b63b-4b61-9b66-e43f77f9dca4	"1,508,284,469"	Safari				Apple Phone					UTF-8	de	CN	China	206.178.137.229		
31f4cb08-a8c4-45d0-9877-5669c6391abc	-1	0804e978-bc68-4786-94b8-55446d96d30b	"1,497,656,918"	Edge				Window Tablet					UTF-8	de	SE	Sweden	255.87.127.125		
31f4cb08-a8c4-45d0-9877-5669c6391abc	26befdd2-22eb-4b5a-9f51-89017ec6dd94	0804e978-bc68-4786-94b8-55446d96d30b	"1,497,657,255"	Edge				Window Tablet					UTF-8	de	SE	Sweden	255.87.127.125		
6e3251bf-d1c9-42bf-bbef-42164464c948	-1	3c7baf08-68a9-48d5-b3de-9cbe54382dd7	"1,496,361,179"	Safari				Window Tablet					UTF-8	es	CO	Colombia	16.210.198.108		
6e3251bf-d1c9-42bf-bbef-42164464c948	9d2441dc-178e-4922-a155-eec4025c42cc	3c7baf08-68a9-48d5-b3de-9cbe54382dd7	"1,496,361,593"	Edge				Apple Phone					UTF-8	es	CO	Colombia	16.210.198.108		
38354b1f-72f4-498a-be77-37b7ee06d7a2	f43e9c65-eb16-4135-b624-4560ec8dad65	43420066-0ea8-4047-aa16-a3859aa1879e	"1,499,212,363"	Edge				Apple Tablet					UTF-8	ja-jp	GT	Guatemala	41.235.25.16		
06e2e77c-b0f7-483a-a392-eb932fe134e6	-1	4a59d37e-b3ee-44a8-9c95-b8a24674848f	"1,503,532,486"	Safari				Desktop					UTF-8	zh-tw	CN	China	118.80.196.123		
06e2e77c-b0f7-483a-a392-eb932fe134e6	34c9e368-b999-42dd-9518-38a50106b15c	4a59d37e-b3ee-44a8-9c95-b8a24674848f	"1,503,532,625"	Safari				Desktop					UTF-8	zh-tw	CN	China	118.80.196.123		
eb9dac67-ed50-4dbb-a194-74177f5c0252	-1	c5d13e58-e581-4d74-8bbb-b52584c5a4ad	"1,486,079,196"	Firefox				Apple Phone					UTF-8	fr	VN	Vietnam	12.223.212.102		
eb9dac67-ed50-4dbb-a194-74177f5c0252	-1	c5d13e58-e581-4d74-8bbb-b52584c5a4ad	"1,486,079,257"	Firefox				Apple Phone					UTF-8	fr	VN	Vietnam	12.223.212.102		
eb9dac67-ed50-4dbb-a194-74177f5c0252	f0a72ee0-470e-4e68-bd79-2c2f103d294c	c5d13e58-e581-4d74-8bbb-b52584c5a4ad	"1,486,079,547"	Firefox				Window Tablet					UTF-8	fr	VN	Vietnam	12.223.212.102		
39dc6efd-a42b-48b2-9548-a6b4b76f8d25	-1	8a1c078b-0385-497d-b003-c282cec62f73	"1,484,264,349"	Firefox				BlackBerry 10					UTF-8	de	ID	Indonesia	254.104.115.102		
39dc6efd-a42b-48b2-9548-a6b4b76f8d25	-1	8a1c078b-0385-497d-b003-c282cec62f73	"1,484,264,824"	Firefox				BlackBerry 10					UTF-8	de	ID	Indonesia	254.104.115.102		
39dc6efd-a42b-48b2-9548-a6b4b76f8d25	-1	8a1c078b-0385-497d-b003-c282cec62f73	"1,484,264,833"	Firefox				Apple Ipod					UTF-8	de	ID	Indonesia	254.104.115.102		
39dc6efd-a42b-48b2-9548-a6b4b76f8d25	6dc50aca-a435-4e00-877c-55f639dc6598	8a1c078b-0385-497d-b003-c282cec62f73	"1,484,265,387"	Firefox				Apple Ipod					UTF-8	de	ID	Indonesia	254.104.115.102		
12557e89-7ccc-48b6-944b-1d58bbf31b4b	-1	98e0d47b-32a3-4d81-ba5e-09129e7abc19	"1,510,703,816"	Safari				Window Tablet					UTF-8	es	ID	Indonesia	32.28.139.146		
12557e89-7ccc-48b6-944b-1d58bbf31b4b	34d3943b-8bec-40a8-9ac9-93e18730cf9e	98e0d47b-32a3-4d81-ba5e-09129e7abc19	"1,510,703,955"	Firefox				Android Tablet					UTF-8	es	ID	Indonesia	32.28.139.146		
246b5552-fc86-42a2-96e4-11215d91943b	3fab61e4-89a4-4a7b-8678-3ed86c300d2a	79076502-2bc4-4284-a525-70f18b0e88c2	"1,484,697,435"	Safari				Android Phone					UTF-8	de	RU	Russia	247.37.8.36		
1b14c02a-0bba-4972-8d05-ba01bc3ae0c4	-1	7cc091f0-65bf-4be0-b40f-d3b54e052b30	"1,510,012,349"	Safari				Apple Phone					UTF-8	ru	CM	Cameroon	120.77.50.116		
1b14c02a-0bba-4972-8d05-ba01bc3ae0c4	7f0271c3-c378-4f37-aa11-5fd156f31dda	7cc091f0-65bf-4be0-b40f-d3b54e052b30	"1,510,012,400"	Safari				Apple Phone					UTF-8	ru	CM	Cameroon	120.77.50.116		
2c44aaf5-4c1c-4fe0-a504-6b9ccb085606	-1	6b3cb0d4-9021-49c9-a48e-9c40804faa12	"1,482,709,778"	Safari				Apple Ipod					UTF-8	en-gb	IQ	Iraq	167.48.82.105		
2c44aaf5-4c1c-4fe0-a504-6b9ccb085606	14c97465-5244-4fd4-b5a3-ab2d290b417e	6b3cb0d4-9021-49c9-a48e-9c40804faa12	"1,482,710,021"	Safari				Apple Ipod					UTF-8	en-gb	IQ	Iraq	167.48.82.105		
80d04386-76e1-4d7f-bfd4-4012cf7abe83	-1	966d3ed0-90ca-4885-bb86-f9bf60b54ea9	"1,493,595,920"	Safari				Desktop					UTF-8	en-gb	HR	Croatia	120.188.29.15		
80d04386-76e1-4d7f-bfd4-4012cf7abe83	-1	966d3ed0-90ca-4885-bb86-f9bf60b54ea9	"1,493,595,979"	Firefox				Window Tablet					UTF-8	en-gb	HR	Croatia	120.188.29.15		
80d04386-76e1-4d7f-bfd4-4012cf7abe83	190ab17e-aa70-4113-966a-bd1698109a6d	966d3ed0-90ca-4885-bb86-f9bf60b54ea9	"1,493,596,437"	Safari				Desktop					UTF-8	en-gb	HR	Croatia	120.188.29.15		
d64575cb-c4af-47b7-9269-c0e5bf33557a	8e8fab36-9938-4bd1-9017-4fc7326c8b71	7db038a6-e7eb-4ca5-b15c-a26325467bfe	"1,507,161,346"	Firefox				Android Phone					UTF-8	es-419	FI	Finland	37.203.206.226		
18392500-0f2c-42cf-b22e-61745b343ab2	-1	fcb8c35f-b4eb-4e52-afa7-d5d99b9c371c	"1,495,583,209"	Edge				Android Phone					UTF-8	es-419	MX	Mexico	199.102.8.200		
18392500-0f2c-42cf-b22e-61745b343ab2	-1	fcb8c35f-b4eb-4e52-afa7-d5d99b9c371c	"1,495,583,368"	Edge				Android Phone					UTF-8	es-419	MX	Mexico	199.102.8.200		
18392500-0f2c-42cf-b22e-61745b343ab2	-1	fcb8c35f-b4eb-4e52-afa7-d5d99b9c371c	"1,495,583,601"	Safari				Apple Ipod					UTF-8	es-419	MX	Mexico	199.102.8.200		
18392500-0f2c-42cf-b22e-61745b343ab2	54bd3bce-e28d-4614-b1e9-a4333949a93a	fcb8c35f-b4eb-4e52-afa7-d5d99b9c371c	"1,495,583,943"	Safari				Apple Ipod					UTF-8	es-419	MX	Mexico	199.102.8.200		
1594007946	-1	889004580.2	"1,513,929,776"	Chrome			24-bit	Desktop	0	1920x1080	129x742		UTF-8	en-us	VN	Vietnam	10.88.113.111		
f5add1ee-b0c0-44a2-9949-134a2a5b22e8	-1	81006a37-1417-480d-81db-c53b1ee5333d	"1,503,963,834"	Firefox				Window Tablet					UTF-8	en-us	GR	Greece	127.65.62.61		
f5add1ee-b0c0-44a2-9949-134a2a5b22e8	-1	81006a37-1417-480d-81db-c53b1ee5333d	"1,503,964,207"	Firefox				Window Tablet					UTF-8	en-us	GR	Greece	127.65.62.61		
f5add1ee-b0c0-44a2-9949-134a2a5b22e8	-1	81006a37-1417-480d-81db-c53b1ee5333d	"1,503,964,254"	Safari				Apple Phone					UTF-8	en-us	GR	Greece	127.65.62.61		
f5add1ee-b0c0-44a2-9949-134a2a5b22e8	ac54af0e-94b3-4c2a-a97b-06ae6242070c	81006a37-1417-480d-81db-c53b1ee5333d	"1,503,964,617"	Safari				Apple Phone					UTF-8	en-us	GR	Greece	127.65.62.61		
03ed5192-8998-46e6-96ab-6bed2a176300	8e9ec72d-f187-4ad3-8a0e-1f5a6fb80924	eb2c3d78-bbff-4b0d-abb6-6341266ca007	"1,511,481,566"	Firefox				Apple Ipod					UTF-8	zh-tw	KR	South Korea	0.50.220.74		
5a24e849-59a5-4e13-b8a2-4f0ec542cbc5	fbd4ae81-8f5e-4a63-85b6-54fad5f8a51a	9b21b678-e3f7-4960-a095-a0487328a849	"1,513,036,221"	Safari				Window Tablet					UTF-8	pt-br	ID	Indonesia	99.246.138.156		
788d3a77-f6f3-496e-aefc-4043ec66d350	-1	6991d3dd-e04a-4b7b-ab7d-495009bad451	"1,509,321,165"	Edge				Apple Tablet					UTF-8	en-us	RE	Reunion	28.9.220.235		
788d3a77-f6f3-496e-aefc-4043ec66d350	614eba89-3610-4c0a-8425-27059e7868f2	6991d3dd-e04a-4b7b-ab7d-495009bad451	"1,509,321,213"	Edge				Apple Tablet					UTF-8	en-us	RE	Reunion	28.9.220.235		
241e671e-b3a8-4bda-84a1-3e21523b3935	-1	1d958532-504e-492d-8998-b8f36ece519a	"1,492,991,087"	Safari				Android Phone					UTF-8	en-gb	AL	Albania	248.231.137.91		
241e671e-b3a8-4bda-84a1-3e21523b3935	-1	1d958532-504e-492d-8998-b8f36ece519a	"1,492,991,180"	Safari				Android Phone					UTF-8	en-gb	AL	Albania	248.231.137.91		
241e671e-b3a8-4bda-84a1-3e21523b3935	-1	1d958532-504e-492d-8998-b8f36ece519a	"1,492,991,182"	Safari				Window Tablet					UTF-8	en-gb	AL	Albania	248.231.137.91		
241e671e-b3a8-4bda-84a1-3e21523b3935	ac726536-f90f-4254-baef-83047eb759b8	1d958532-504e-492d-8998-b8f36ece519a	"1,492,991,601"	Safari				Window Tablet					UTF-8	en-gb	AL	Albania	248.231.137.91		
0ec16fe0-20ed-4256-ad25-bfd295ce773a	-1	94ad3138-7ec2-478d-a8b5-5a29ad7a22d7	"1,494,978,567"	Firefox				Window Phone					UTF-8	es-419	CN	China	99.215.16.206		
0ec16fe0-20ed-4256-ad25-bfd295ce773a	-1	94ad3138-7ec2-478d-a8b5-5a29ad7a22d7	"1,494,978,745"	Firefox				Android Phone					UTF-8	es-419	CN	China	99.215.16.206		
0ec16fe0-20ed-4256-ad25-bfd295ce773a	89107289-c2d6-48f3-b9b2-c6788509eb3d	94ad3138-7ec2-478d-a8b5-5a29ad7a22d7	"1,494,978,889"	Firefox				Window Phone					UTF-8	es-419	CN	China	99.215.16.206		
3e695f3f-32e4-419b-acaf-b7ddbd57e5ed	-1	8fea2c6e-0ec4-4df2-aabe-774180ba2746	"1,487,116,393"	Edge				Apple Ipod					UTF-8	zh-tw	PA	Panama	7.244.246.161		
3e695f3f-32e4-419b-acaf-b7ddbd57e5ed	c862f9c2-033a-4759-bc8a-9e62d2f623d8	8fea2c6e-0ec4-4df2-aabe-774180ba2746	"1,487,116,490"	Edge				Apple Ipod					UTF-8	zh-tw	PA	Panama	7.244.246.161		
9646b0e0-5f7a-4a42-8204-3bfd6d447adb	-1	57457891-a480-41bb-9145-17f738a1dbc0	"1,482,796,232"	Firefox				Window Phone					UTF-8	es-419	ID	Indonesia	78.118.102.144		
9646b0e0-5f7a-4a42-8204-3bfd6d447adb	977b8ce6-b73e-4aa4-8462-142305ed9f8d	57457891-a480-41bb-9145-17f738a1dbc0	"1,482,796,456"	Firefox				Window Phone					UTF-8	es-419	ID	Indonesia	78.118.102.144		
d5c436b0-0869-455f-b66b-a1e603fe5aa9	-1	ffcb2968-fc03-49c3-baed-0a1ed2207e3d	"1,503,013,450"	Safari				Window Phone					UTF-8	en-us	IE	Ireland	219.172.254.94		
d5c436b0-0869-455f-b66b-a1e603fe5aa9	7017c8e9-4eb9-444f-95b4-c42afdec38b9	ffcb2968-fc03-49c3-baed-0a1ed2207e3d	"1,503,013,958"	Safari				Window Phone					UTF-8	en-us	IE	Ireland	219.172.254.94		
d65d7ec1-1513-4e39-b393-3704a1fa2274	-1	3ec9809c-176c-4d2c-8efb-de2c8d3f720c	"1,492,386,149"	Edge				Apple Phone					UTF-8	de	PH	Philippines	229.65.54.55		
d65d7ec1-1513-4e39-b393-3704a1fa2274	-1	3ec9809c-176c-4d2c-8efb-de2c8d3f720c	"1,492,386,438"	Edge				Apple Phone					UTF-8	de	PH	Philippines	229.65.54.55		
d65d7ec1-1513-4e39-b393-3704a1fa2274	46354313-7bdf-4efd-a4d7-388361305db3	3ec9809c-176c-4d2c-8efb-de2c8d3f720c	"1,492,386,913"	Safari				Apple Ipod					UTF-8	de	PH	Philippines	229.65.54.55		
